Previous Day,Peak Generation (MW),Peak Generation Time,Peak Generation Frequency (Hz),Off-Peak Generation (MW),Off-Peak Generation Time,Off-Peak Generation Frequency (Hz),Energy Generated (MWh),Energy Sent Out (MWh)
19/03/2025,"4,903.60",,,"3,261.63",,,"111,065.33","109,484.25"
