Present Day,Peak Generation (MW),Peak Generation Time,Peak Generation Frequency (Hz),Peak Generation Change (%),Peak Generation Change (MW),Off-Peak Generation (MW),Off-Peak Generation Time,Off-Peak Generation Frequency (Hz),Off-Peak Generation Change (%),Off-Peak Generation Change (MW),Energy Generated (MWh),Energy Generated Change (%),Energy Generated Change (MWh),Energy Sent Out (MWh),Energy Sent Out Change (%),Energy Sent Out Change (MWh)
20/03/2025,"4,998.30",20:45,50.05,1.93,94.70,"3,827.47",21:00,50.73,17.35,565.84,"111,046.25",-0.02,-19.08,"109,349.00",-0.12,-135.25
